,N12,anomaly_score
4112,70.8,9.743099627090857e-07
4113,69.4,9.636338258456334e-07
4114,68.5,1.0566680760382141e-06
4115,67.8,1.1902146327402718e-06
4116,66.6,1.3023212219742675e-06
4117,65.5,1.34668017059969e-06
4118,64.6,1.2935783664236311e-06
4119,64.1,1.1981010219486166e-06
4120,63.5,1.1509649453511628e-06
4121,63.3,1.2166335988661459e-06
4122,63.3,1.415620552447372e-06
4123,63.1,1.6891625881365613e-06
4124,63.3,1.923662887093336e-06
4125,63.3,2.0710387819145026e-06
4126,63.3,2.1600524086062833e-06
4127,63.3,2.2717709862174473e-06
4128,63.3,2.4180251504413164e-06
4129,63.3,2.580051379541537e-06
4130,63.3,2.752174116382733e-06
4131,63.6,2.8898164787793945e-06
4132,63.6,2.990059906449183e-06
4133,63.8,3.1440581049757554e-06
4134,63.8,3.498286011538454e-06
4135,63.9,4.153670786211094e-06
4136,63.9,5.0177848190946506e-06
4137,63.9,5.801105608771451e-06
4138,63.9,6.227178729778515e-06
4139,65.9,6.210935602157797e-06
4140,67.8,5.927854932918919e-06
4141,69.1,5.53547406567656e-06
4142,70.6,5.1175828359451e-06
4143,71.8,4.820070116151598e-06
4144,72.6,4.79343734272053e-06
4145,73.4,5.213673767823224e-06
4146,74,6.273871316353485e-06
4147,74.4,7.932036235613893e-06
4148,74.9,9.805181663602447e-06
4149,74.9,1.1272934075767793e-05
4150,75.4,1.2027527685365413e-05
4151,77.1,1.2142946108073538e-05
4152,78.6,1.2144869867336539e-05
4153,80.5,1.2417669715381052e-05
4154,81.5,1.2716523245859257e-05
4155,82.1,1.260416692827615e-05
4156,82.6,1.224549352751847e-05
4157,82.9,1.1865192169890904e-05
4158,83,1.1625440240026208e-05
4159,83.1,1.1577920565830624e-05
4160,83.1,1.1664199885408344e-05
4161,83.1,1.1839236563782052e-05
4162,83.1,1.2020911710708404e-05
4163,83.1,1.2110154504307857e-05
4164,83.1,1.202116804865927e-05
4165,83.1,1.1949183513992878e-05
4166,83.3,1.1970685454665286e-05
4167,83.3,1.2038209783793441e-05
4168,83.3,1.202175341741274e-05
4169,83.3,1.1948665678773729e-05
4170,83.3,1.1797643938438185e-05
4171,83.3,1.1482039416366163e-05
4172,83.3,1.092111719269706e-05
4173,83.3,1.0103937076788583e-05
4174,83.3,9.176612742800572e-06
4175,83.3,8.335846616414067e-06
4176,83.3,7.747719847239765e-06
4177,83.3,7.420231222465823e-06
4178,83.3,7.2798161274700846e-06
4179,83.3,7.294570128935085e-06
4180,83.3,7.376360066424503e-06
4181,83.3,7.451687437987076e-06
4182,83.3,7.485994051759093e-06
4183,83.4,7.436645364844452e-06
4184,83.3,7.298275824019207e-06
4185,83.4,7.0967035206148665e-06
4186,83.3,6.87739967275558e-06
4187,83.4,6.685923265026261e-06
4188,83.4,6.5517297821449105e-06
4189,83.3,6.428302659622354e-06
4190,83.4,6.135102174398277e-06
4191,83.4,5.7346489247267485e-06
4192,83.4,5.400494602181283e-06
4193,83.4,5.197705090886906e-06
4194,83.4,5.1470996407232406e-06
4195,83.4,5.177012472157294e-06
4196,83.4,5.185714518352036e-06
4197,83.4,5.077061872693633e-06
4198,83.3,4.799321617454666e-06
4199,83.3,4.403548179432448e-06
4200,83.3,4.011889492394616e-06
4201,83.3,3.8811596072552135e-06
4202,83.3,4.090788244037746e-06
4203,83.3,4.246077745739818e-06
4204,83.3,3.990479976345718e-06
4205,83.4,3.4765304637307537e-06
4206,83.4,2.8173113636453806e-06
4207,83.4,2.2056094630684697e-06
4208,83.4,1.7808233777616422e-06
4209,83.4,1.5345383810316804e-06
4210,83.4,1.4296911879929652e-06
4211,83.4,1.3989576290729389e-06
4212,83.4,1.3634618187818859e-06
4213,83.4,1.2522756874799867e-06
4214,83.4,1.030149360592425e-06
4215,83.4,8.261062722780821e-07
4216,83.4,6.159841520192444e-07
4217,83.5,6.456183100356228e-07
4218,83.5,9.468467142559334e-07
4219,83.5,8.251283005744625e-07
4220,83.5,5.417082244996152e-07
4221,83.6,3.194621633895167e-07
4222,83.6,1.7130876917015314e-07
4223,83.8,8.467372802911655e-08
4224,83.8,4.2197798366672146e-08
4225,83.8,3.037152485063643e-08
4226,83.9,2.99085735067095e-08
4227,83.8,2.983830893477091e-08
4228,83.8,2.4637924256332155e-08
4229,83.9,1.8458560124834378e-08
4230,83.9,1.208398781038511e-08
4231,83.9,1.856914766396045e-08
4232,83.9,1.8960211400909088e-08
4233,83.9,1.7588555056846644e-08
4234,84,1.6356490939450907e-08
4235,84,1.651951397896312e-08
4236,84,1.6208687725338677e-08
4237,84.1,1.635766455621024e-08
4238,84.1,1.5556311239173226e-08
4239,84.1,1.4349736732199858e-08
4240,84.1,1.3395807463290055e-08
4241,84.1,1.2901620105587597e-08
4242,84.3,1.2786788627927592e-08
4243,84.3,1.3104927809592937e-08
4244,84.3,1.3673129295455055e-08
4245,84.3,1.4893744237909345e-08
4246,84.3,1.651065217878056e-08
4247,84.3,1.806766458667397e-08
4248,84.4,1.8964778414343186e-08
4249,84.4,1.9451034005690815e-08
4250,84.3,1.9563644482190057e-08
4251,84.3,1.9073493007226716e-08
4252,84.3,1.7606094027122765e-08
4253,84.3,1.5315204326959986e-08
4254,84.4,1.2376924374279952e-08
4255,84.4,1.0208917822218666e-08
4256,84.4,8.622479286124474e-09
4257,84.4,7.262133450147701e-09
4258,84.4,6.500161076061772e-09
4259,84.3,6.413325537302228e-09
4260,84.3,6.950385822435123e-09
4261,84.3,7.52036855011795e-09
4262,84.3,7.851702177319453e-09
4263,84.3,8.24684109890228e-09
4264,84.3,8.67531591008941e-09
4265,84.3,8.997387945797186e-09
4266,84.3,9.638726705674117e-09
4267,84.4,1.1120900422767477e-08
4268,84.4,1.299775209684384e-08
4269,84.4,1.3923042496699622e-08
4270,84.4,1.4342186327453987e-08
4271,84.4,1.4441486007044091e-08
4272,84.4,1.4304581408275396e-08
4273,84.4,1.4390251878992899e-08
4274,84.4,1.3971449996930119e-08
4275,84.4,1.3982492386155343e-08
4276,84.3,1.3980544721903243e-08
4277,84.3,1.3620134242664506e-08
4278,84.4,1.2278124961184744e-08
4279,84.4,1.13038786109243e-08
4280,84.3,1.1044547276739536e-08
4281,84.3,1.1242341946271495e-08
4282,84.4,1.159635609759846e-08
4283,84.4,1.227933887903987e-08
4284,84.4,1.2863138887375669e-08
4285,84.4,1.287701201224678e-08
4286,84.4,1.2757181311329191e-08
4287,84.4,1.1987391190793062e-08
4288,84.3,1.1660443721694946e-08
4289,84.4,1.2081508682371123e-08
4290,84.3,1.2419201667057678e-08
4291,84.3,1.2998593312829598e-08
4292,84.3,1.3344370830559171e-08
4293,84.3,1.3213668936806755e-08
4294,84.3,1.3736681014897556e-08
4295,84.3,1.4526240543766278e-08
4296,84.3,1.5645117756868387e-08
4297,84.3,1.655206360862138e-08
4298,84.3,1.6740550279337185e-08
4299,84.3,1.6592032414664004e-08
4300,84.3,1.6638626698650683e-08
4301,84.3,1.6808649805355458e-08
4302,84.3,1.775713320828487e-08
4303,84.3,1.9413219809472082e-08
4304,84.3,1.879288880068941e-08
4305,84.3,1.8035588356113408e-08
4306,84.3,1.8122296441269725e-08
4307,84.3,1.8835255133353712e-08
4308,84.3,2.001267640494575e-08
4309,84.3,2.1150881379661257e-08
4310,84.3,2.2296392732101822e-08
4311,84.3,2.333367155049615e-08
4312,84.3,2.4249281804777922e-08
4313,84.3,2.49482637881826e-08
4314,84.3,2.6168079481081463e-08
4315,84.3,3.036265616707112e-08
4316,84.3,3.00268941932913e-08
4317,84.3,2.496734996526584e-08
4318,84.3,2.2083216477675194e-08
4319,84.1,2.0702413561224375e-08
4320,84.3,1.9957888564015036e-08
4321,84.3,1.9385052230092015e-08
4322,84.3,1.9266508610726873e-08
4323,84.1,1.9408325169223417e-08
4324,84.1,1.9613233259718754e-08
4325,84.1,1.850062225638993e-08
4326,84.1,1.701075569293664e-08
4327,84.1,1.496424784086514e-08
4328,84.1,1.0897996949310595e-08
4329,84.1,7.776486565802543e-09
4330,84.1,7.330986373510484e-09
4331,84.1,7.3040724579698235e-09
4332,84.1,6.6972645207385995e-09
4333,84.1,5.742399222796735e-09
4334,84.1,4.961273947223788e-09
4335,84.1,4.624073124404049e-09
4336,84.1,4.9015581593536695e-09
4337,84,6.0351633690558515e-09
4338,84,6.455631806900897e-09
4339,84,5.701744631991801e-09
4340,84,4.661732333488544e-09
4341,84,3.856362895682253e-09
4342,84,3.646484891817181e-09
4343,84,3.6857025209613425e-09
4344,84,3.876983178940918e-09
4345,84,4.0886880547930105e-09
4346,84,4.19938139817333e-09
4347,84,4.2778526276876505e-09
4348,84,4.3001758820437885e-09
4349,84,4.34386548953114e-09
4350,84,4.420686372519356e-09
4351,84,4.578667445187534e-09
4352,84,4.587374591302762e-09
4353,84,4.653499474649436e-09
4354,84,4.634287509297508e-09
4355,84,4.6639938577897055e-09
4356,84,4.7412812564928686e-09
4357,83.9,4.904715633635703e-09
4358,83.9,5.13190512307915e-09
4359,83.9,5.293056437594146e-09
4360,83.9,5.422100990415402e-09
4361,83.9,5.592244223251441e-09
4362,83.9,5.935499869380578e-09
4363,83.9,5.851549911284337e-09
4364,83.9,3.616892785274217e-09
4365,83.9,1.968239238259173e-09
4366,83.9,1.951081185502801e-09
4367,83.9,1.7848175160040114e-09
4368,83.9,1.741832234003482e-09
4369,83.9,1.990911546734253e-09
4370,83.9,2.475678995139674e-09
4371,83.9,3.365242418063019e-09
4372,83.9,4.465465663905377e-09
4373,83.9,5.369024891344054e-09
4374,83.9,5.499965038957555e-09
4375,83.9,5.706825123574788e-09
4376,83.9,7.000426127667936e-09
4377,83.8,1.0110570047849876e-08
4378,83.8,1.1141049860441399e-08
4379,83.8,1.0465698530026657e-08
4380,83.8,9.100618703072882e-09
4381,83.9,7.491881559573699e-09
4382,83.9,5.954692960941088e-09
4383,84,4.237281081564959e-09
4384,83.9,2.8555898756721376e-09
4385,83.9,2.4578690194232422e-09
4386,84,2.9316001848300743e-09
4387,83.9,3.2121770798809735e-09
4388,84,3.6739326025880814e-09
4389,83.9,4.463899139217631e-09
4390,84,5.388788526516919e-09
4391,84,5.9632903059991804e-09
4392,84,6.2727585348199e-09
4393,84,6.580250566656787e-09
4394,84,7.088116982245651e-09
4395,83.9,7.772181231935349e-09
4396,84,7.761672748962667e-09
4397,84,7.710697413898515e-09
4398,84,6.833255739024935e-09
4399,84,5.934237434779277e-09
4400,84,5.216229004290085e-09
4401,84,4.519637442079727e-09
4402,84,4.071114445558521e-09
4403,84,3.926513447716218e-09
4404,84,4.0201690865160344e-09
4405,84,4.264186337366027e-09
4406,84,4.572261902424657e-09
4407,84,4.792735097680634e-09
4408,84,4.87401041748825e-09
4409,84,4.896287042477354e-09
4410,84,4.616861781769899e-09
4411,84,4.047266410900363e-09
4412,84,3.3840880098168213e-09
4413,84,2.7912471223245916e-09
4414,84,2.313010338816923e-09
4415,83.9,1.9963212194440416e-09
4416,83.9,1.8024969294927473e-09
4417,83.9,1.6031287408679873e-09
4418,83.9,1.4974103068610134e-09
4419,83.9,1.4899750322427963e-09
4420,83.9,1.6001451275116096e-09
4421,83.8,1.7789492101627502e-09
4422,83.9,2.0389112620478045e-09
4423,83.8,2.505430307664369e-09
4424,83.8,3.0080452573244543e-09
4425,83.8,3.6960491334170342e-09
4426,83.8,4.201268444248285e-09
4427,83.8,4.351613624997697e-09
4428,83.8,4.050498270125047e-09
4429,83.8,3.8653720224601784e-09
4430,83.8,3.6877361164755484e-09
4431,83.8,3.4541307591950954e-09
4432,83.8,3.00230440508642e-09
4433,83.8,2.758054007401256e-09
4434,83.6,2.921727526583595e-09
4435,83.6,4.08844547106213e-09
4436,83.6,4.16959067273126e-09
4437,83.5,4.084677818205762e-09
4438,83.5,3.905239687185258e-09
4439,83.5,4.063369085649526e-09
4440,83.5,4.4188445125215026e-09
4441,83.5,4.646089624138483e-09
4442,83.5,4.208037474029425e-09
4443,83.5,3.371936396767694e-09
4444,83.5,2.8731156342942654e-09
4445,83.5,2.9287459124560655e-09
4446,83.5,3.218302291330133e-09
4447,83.6,3.862569486479117e-09
4448,83.6,4.880727377809535e-09
4449,83.5,5.639236855259355e-09
4450,83.6,6.393645834990025e-09
4451,83.5,6.765453308688052e-09
4452,83.5,7.01813973602583e-09
4453,83.5,6.8971082178848064e-09
4454,83.5,6.771971872154836e-09
4455,83.5,6.556893361597815e-09
4456,83.5,6.245686190453625e-09
4457,83.5,5.90098292452268e-09
4458,83.5,5.623485455075183e-09
4459,83.5,5.322734586421518e-09
4460,83.5,5.005259540169504e-09
4461,83.5,4.6580063139956e-09
4462,83.5,4.163042355287416e-09
4463,83.6,3.755120325799055e-09
4464,83.5,3.489565858494359e-09
4465,83.6,3.5868154002471897e-09
4466,83.6,3.875069931602582e-09
4467,83.6,4.7881111298053725e-09
4468,83.5,6.625911708191268e-09
4469,83.5,9.40953592820648e-09
4470,83.5,1.1880781247697314e-08
4471,83.5,1.3766666362435842e-08
4472,83.5,1.4902518330472958e-08
4473,83.5,1.5201850556145757e-08
4474,83.5,1.4839064310656624e-08
4475,83.5,1.3870354975686894e-08
4476,83.6,1.2780738800621805e-08
4477,83.5,1.17988703252081e-08
4478,83.6,1.0677376427459251e-08
4479,83.6,1.0380229786832729e-08
4480,83.5,1.0733023581011025e-08
4481,83.5,1.2616893529937556e-08
4482,83.6,1.57816850698822e-08
4483,83.6,1.914610781028614e-08
4484,83.5,2.2054344572808304e-08
4485,83.5,2.258595099835503e-08
4486,83.5,2.300566526169945e-08
4487,83.5,2.172479440787356e-08
4488,83.5,1.9845943444174452e-08
4489,83.5,1.832494966880205e-08
4490,83.5,1.7431498244846466e-08
4491,83.5,1.7257506979007076e-08
4492,83.5,1.6952398929070966e-08
4493,83.5,1.636981505903634e-08
4494,83.4,1.3417498778700576e-08
4495,83.4,6.311983713480629e-09
4496,83.4,4.423893584792893e-09
4497,83.4,5.871069741480994e-09
4498,83.4,8.010781371581288e-09
4499,83.4,1.0057281119024708e-08
4500,83.4,1.1522573117872525e-08
4501,83.4,1.2707435770309417e-08
4502,83.4,1.3506429641374496e-08
4503,83.4,1.4259644021130669e-08
4504,83.4,1.5127505914591666e-08
4505,83.4,1.5727399715892432e-08
4506,83.4,1.510133929016888e-08
4507,83.4,1.129576643332797e-08
4508,83.4,8.647097482494814e-09
4509,83.4,7.501296805934032e-09
4510,83.4,6.9373872202405096e-09
4511,83.4,6.4059919591130665e-09
4512,83.4,6.316913880866082e-09
4513,83.4,6.480464609381897e-09
4514,83.4,6.5123856307636174e-09
4515,83.4,6.544684350018315e-09
4516,83.4,6.446570388618511e-09
4517,83.4,6.066298796625347e-09
4518,83.4,5.3517178466577775e-09
4519,83.4,4.344269166622894e-09
4520,83.4,3.6596535801791674e-09
4521,83.4,3.261595216130786e-09
4522,83.4,3.1376515829961704e-09
4523,83.4,3.244976065630567e-09
4524,83.4,3.404671877760279e-09
4525,83.4,3.5292772038175713e-09
4526,83.4,3.43552397641389e-09
4527,83.4,3.0195165257040912e-09
4528,83.4,3.0063748157616033e-09
4529,83.3,2.708857027577949e-09
4530,83.3,2.687425837422097e-09
4531,83.3,2.438762525258653e-09
4532,83.3,2.2251396281092184e-09
4533,83.3,2.799126486152659e-09
4534,83.3,3.6812521919671326e-09
4535,83.3,4.259781749560432e-09
4536,83.3,4.596090619202187e-09
4537,83.3,4.601888869970594e-09
4538,83.3,4.419754340290183e-09
4539,83.3,4.241831219609082e-09
4540,83.1,4.062853720121495e-09
4541,83.1,4.469945746876647e-09
4542,83.1,4.699924227580254e-09
4543,83,4.619164606367576e-09
4544,83,4.17932810581334e-09
4545,83,4.171409884179411e-09
4546,82.9,4.750451698676272e-09
4547,82.9,5.542180936402019e-09
4548,82.9,6.65918853393066e-09
4549,82.8,9.27726806487783e-09
4550,82.3,1.5057700974985266e-08
4551,82.1,2.287643574572229e-08
4552,82.1,1.9811970730643225e-08
4553,81.8,1.9055843236692738e-08
4554,81.8,1.9514151072819175e-08
4555,81.6,2.2031625745988492e-08
4556,81.5,2.256212172646599e-08
4557,81.5,2.1992535459425255e-08
4558,81.5,2.055783010490586e-08
4559,81.5,1.8668663837040356e-08
4560,81.5,1.750831191138502e-08
4561,81.5,1.8049383210261283e-08
4562,81.5,2.215717265219297e-08
4563,81.5,3.214357513492416e-08
4564,81.5,4.772790174190078e-08
4565,81.5,5.742001041308953e-08
4566,81.5,6.118010842381949e-08
4567,81.5,6.267503083190462e-08
4568,81.5,5.976575112587312e-08
4569,81.5,5.576504980009389e-08
4570,81.5,5.0858443678691856e-08
4571,81.5,4.6806834852475276e-08
4572,81.5,4.468339820373757e-08
4573,81.5,4.4203986249158334e-08
4574,81.5,4.454900737194123e-08
4575,81.5,4.4904579721283255e-08
4576,81.5,4.500398753659596e-08
4577,81.5,4.500061878687234e-08
4578,81.5,4.495193850484469e-08
4579,81.5,4.483613291750288e-08
4580,81.5,4.465127634301069e-08
4581,81.5,4.4688911016166344e-08
4582,81.5,4.5018103134175647e-08
4583,81.5,4.56955152605687e-08
4584,81.5,4.724773705611085e-08
4585,81.5,5.146271242484346e-08
4586,81.5,5.953940540592839e-08
4587,81.5,7.098500731661517e-08
4588,81.5,8.313018817762696e-08
4589,81.5,9.184248439542131e-08
4590,81.6,9.455224725396505e-08
4591,81.8,9.257533262196915e-08
4592,81.8,8.789597849556685e-08
4593,81.9,8.127139117242166e-08
4594,82.4,7.660089429428751e-08
4595,82.8,7.48259503247084e-08
4596,82.8,7.050145323095336e-08
4597,82.9,6.972412003314332e-08
4598,83,8.430211162480106e-08
4599,83,1.203178079389744e-07
4600,83,1.7481199032776118e-07
4601,83,2.3301942753128912e-07
4602,83,2.86688442430183e-07
4603,83.1,3.26257852734102e-07
4604,83.1,3.463408542181412e-07
4605,83.1,3.503534024007493e-07
4606,83.1,3.3875062288579727e-07
4607,83,3.138456923235111e-07
4608,83,2.7782150535671235e-07
4609,83,2.28374981370294e-07
4610,83,1.692825787324992e-07
4611,83,1.1623293705298465e-07
4612,83,8.120364169972305e-08
4613,83,6.640802663326895e-08
4614,83.1,6.373172711793273e-08
4615,83.1,6.936536622870193e-08
4616,83.1,8.132182416353828e-08
4617,83,9.37258699540422e-08
4618,83,1.0708802866687961e-07
4619,83,1.1405765387717537e-07
4620,82.9,1.1209798789213465e-07
4621,83,1.016519284302575e-07
4622,83,8.493677239318487e-08
4623,83,6.846779476710196e-08
4624,83,5.823492488232773e-08
4625,82.9,5.47694266606058e-08
4626,82.9,5.477937037312586e-08
4627,82.8,5.592367890994154e-08
4628,82.8,5.747986431270391e-08
4629,82.8,5.903885202940273e-08
4630,82.8,6.075293279561578e-08
4631,82.8,6.261816953845312e-08
4632,82.8,6.476054004167509e-08
4633,82.8,6.708756450368725e-08
4634,82.8,6.934152962934093e-08
4635,82.6,7.15522173733163e-08
4636,82.6,7.396287959871017e-08
4637,82.8,7.783385547188715e-08
4638,82.8,8.456776379173192e-08
4639,82.8,9.402149436787965e-08
4640,82.8,1.0593057397922934e-07
4641,82.8,1.1813233180557603e-07
4642,82.8,1.2749275979384578e-07
4643,82.8,1.333959676053098e-07
4644,82.8,1.293610797370448e-07
4645,82.8,1.0859857080269819e-07
4646,82.8,8.210246860151926e-08
4647,82.8,6.302295507687461e-08
4648,82.8,4.909284012644122e-08
4649,82.6,4.1509764181490993e-08
4650,82.6,3.900528799949399e-08
4651,82.6,3.94275855297721e-08
4652,82.6,4.149603327618934e-08
4653,82.6,4.4033922841357764e-08
4654,82.6,4.71499050913593e-08
4655,82.6,5.014480930487508e-08
4656,82.8,5.067244601697496e-08
4657,82.8,5.2219041424272916e-08
4658,82.8,5.008422765406806e-08
4659,82.6,3.9574272081566164e-08
4660,82.6,3.501890488699644e-08
4661,82.5,3.4741898025103524e-08
4662,82.5,4.175915513382478e-08
4663,82.5,4.7057869823063925e-08
4664,82.5,4.481491810981453e-08
4665,82.5,4.134580045001002e-08
4666,82.5,3.8337704344471035e-08
4667,82.5,3.705479001414602e-08
4668,82.5,3.733898401581115e-08
4669,82.5,3.692237549035582e-08
4670,82.6,3.5299889677986585e-08
4671,82.6,3.255210556663002e-08
4672,82.6,2.756954431415437e-08
4673,82.6,2.5059739061639164e-08
4674,82.6,2.877198235218259e-08
4675,82.6,3.354449940040638e-08
4676,82.6,3.532361358971059e-08
4677,82.8,3.743921184184984e-08
4678,82.6,4.253411545196428e-08
4679,82.6,5.111199274931977e-08
4680,82.6,6.248141881659564e-08
4681,82.6,7.268779111946344e-08
4682,82.6,7.540671886907546e-08
4683,82.6,7.325352224807347e-08
4684,82.6,7.34080702891049e-08
4685,82.5,8.126654860163285e-08
4686,82.5,1.0712267795032204e-07
4687,82.4,1.5668715025451974e-07
4688,82.4,2.3839412133241922e-07
4689,82.4,3.626086705343923e-07
4690,82.3,5.606854542872242e-07
4691,82.3,9.012000474761805e-07
4692,79.8,1.5051467434634702e-06
4693,77.6,2.3815250796976883e-06
4694,76,1.913737899261747e-06
4695,74.6,2.0332708393633325e-06
4696,73.9,2.1075487735000564e-06
4697,72.8,2.1458400677465406e-06
4698,71.4,2.11868389976555e-06
4699,70.1,2.0767822156431137e-06
4700,68.3,2.0802679252529543e-06
4701,66.1,2.2318843755364526e-06
4702,63.6,2.5352894471586396e-06
4703,60.9,2.9177078123554523e-06
4704,57.3,3.278532538786294e-06
4705,54.6,3.542196645112128e-06
4706,51.5,3.563060060884915e-06
4707,47.9,3.3940373339591545e-06
4708,45.3,3.2433103590578938e-06
4709,43.3,3.408648735714337e-06
4710,41.8,3.9316816849988e-06
4711,40.5,4.490188841299592e-06
4712,39.3,4.836000388697137e-06
4713,38.1,4.9389678397071535e-06
4714,37.3,4.9017556864594525e-06
4715,36.5,4.904915411829691e-06
4716,35.9,5.11366418776138e-06
4717,35.5,5.610811401268734e-06
4718,35.4,6.414663089926442e-06
4719,35.5,7.276030145164647e-06
4720,35.5,8.147158735094528e-06
4721,35.6,8.88058813763859e-06
4722,35.6,9.195122626648455e-06
4723,35.6,9.165435905122976e-06
4724,35.6,8.949921673773176e-06
4725,35.6,8.709521276073495e-06
4726,35.6,8.542834436076063e-06
4727,35.6,8.487502012655135e-06
4728,35.6,8.551624176456052e-06
4729,35.6,8.718151208175762e-06
4730,35.6,8.97042869552056e-06
4731,35.6,9.306344749715478e-06
4732,35.6,9.699338769930677e-06
4733,35.6,1.0109133877445053e-05
4734,35.6,1.0495859544157327e-05
4735,35.6,1.0835624341676287e-05
4736,35.6,1.1106077372757817e-05
4737,35.6,1.1296846600949983e-05
4738,35.6,1.141413275695946e-05
4739,35.6,1.1477468129239554e-05
4740,35.6,1.1515664403050074e-05
4741,35.6,1.1546645773297115e-05
4742,35.6,1.1530119139124828e-05
4743,35.6,1.1354560305654182e-05
4744,35.6,1.134519643519738e-05
4745,35.6,1.1790300831981959e-05
4746,35.6,1.2601377622489807e-05
4747,35.6,1.3346383706869247e-05
4748,35.5,1.3645842850462664e-05
4749,35.6,1.348149138868937e-05
4750,35.5,1.3168392340778823e-05
4751,35.5,1.3412187408357035e-05
4752,35.5,1.4794200332790552e-05
4753,35.5,1.7619626020204393e-05
4754,35.6,2.1528915953417105e-05
4755,35.6,2.5035341764567676e-05
4756,35.6,2.544085997346901e-05
4757,35.6,2.187784928275871e-05
4758,35.6,1.5619770757258067e-05
4759,35.6,9.50549285605451e-06
4760,35.5,5.401071686450543e-06
4761,35.6,3.2003584216067082e-06
4762,35.5,2.452925643159354e-06
4763,35.5,2.5711511398851528e-06
4764,35.5,2.9363820591710166e-06
4765,35.5,3.3681710291944e-06
4766,35.5,3.6189768152228297e-06
4767,35.5,2.7658521259965596e-06
4768,35.5,4.11202791559262e-05
4769,35.5,8.74095872438474e-05
4770,35.5,7.91899904065696e-05
4771,35.5,6.495315985965977e-05
4772,35.5,5.595631061705575e-05
4773,37.4,5.4345865306504315e-05
4774,40.3,6.119655539094104e-05
4775,45,7.463084920833474e-05
4776,48.8,9.082237611079957e-05
4777,52.1,0.0001041278049960237
4778,54.8,0.00011025194540426053
4779,57,9.883547047684349e-05
4780,59,4.333699538805469e-05
4781,60.5,3.8794254294205466e-05
4782,62,3.876631396548813e-05
4783,63.3,3.150260904905e-05
4784,64.6,2.736105437017855e-05
4785,66,2.8582983222613656e-05
4786,67.4,3.617259637023196e-05
4787,68.6,5.107261046433109e-05
4788,69.8,7.017524292318722e-05
4789,70.8,8.842334814240793e-05
4790,71.8,9.872806995714356e-05
4791,72.5,0.00010007871146600067
4792,73.9,9.418597186239275e-05
4793,75,8.428684152728128e-05
4794,76.1,7.264926851102693e-05
4795,77.4,6.148573963604687e-05
4796,78,5.2254010917907046e-05
4797,78.5,4.548365699141854e-05
4798,79.1,4.09364870054274e-05
4799,79.8,3.7818907964948245e-05
4800,80.6,3.5427045204428076e-05
4801,81.3,3.3449618639380674e-05
4802,81.9,3.179564507449495e-05
4803,82.3,3.042632603489359e-05
4804,82.8,2.9299203965660325e-05
4805,83.3,2.8373088348798703e-05
4806,83.6,2.7618590097588935e-05
4807,83.6,2.691527044351716e-05
4808,83.6,2.622972575705429e-05
4809,83.6,2.557844001616072e-05
4810,83.5,2.498189660216088e-05
4811,83.3,2.4482669326086892e-05
4812,83.1,2.4111886782529623e-05
4813,83.1,2.3931999493798095e-05
4814,83.1,2.3954639164269764e-05
4815,83,2.4090215160810224e-05
4816,83,2.415429895141763e-05
4817,83,2.4002851275350956e-05
4818,83,2.364302168833543e-05
4819,83,2.3263945023832555e-05
4820,83.1,2.318090408570672e-05
4821,83.5,2.3678093840406866e-05
4822,83.8,2.4803881912172088e-05
4823,84.1,2.6180238797857136e-05
4824,84.4,2.679034580022055e-05
4825,84.5,2.5586068829075437e-05
4826,84.5,2.224958292618151e-05
4827,84.6,1.7998579555089655e-05
4828,85.1,1.3991332830420866e-05
4829,85.5,1.1030796263300502e-05
4830,86,9.334057955889818e-06
4831,86.5,8.651178271756876e-06
4832,86.5,8.513307874435938e-06
4833,86.5,8.355137989801698e-06
4834,86.1,7.70361799562469e-06
4835,85.6,6.324110670696825e-06
4836,85,4.479349187902493e-06
4837,84.5,3.2086745445081277e-06
4838,84,3.0380582747291385e-06
4839,83.8,3.4721125780068363e-06
4840,83.8,3.637061211314574e-06
4841,83.8,3.312906047936437e-06
4842,84.6,2.7306912103730596e-06
4843,85.5,2.0816877501772524e-06
4844,85.6,1.5625159084375895e-06
4845,85.6,1.23446679789474e-06
4846,84.9,1.1154049627259965e-06
4847,84,1.223039491016209e-06
4848,83.6,1.4777686850875327e-06
4849,83.5,1.7904429608917027e-06
4850,83.5,2.0940238067979067e-06
4851,84,2.3194046623320475e-06
4852,84.8,2.479453231285511e-06
4853,85.5,2.6437890793262753e-06
4854,85.8,2.8406677952119708e-06
4855,85.9,3.01487504905662e-06
4856,85.9,3.069445615899724e-06
4857,85.9,2.9184035000850983e-06
4858,85.8,2.545823596711294e-06
4859,85.1,2.9347786595357306e-06
4860,84.6,5.203537969400429e-06
4861,84.3,6.274955477780786e-06
4862,84.1,6.604615840011263e-06
4863,84,6.62031119846862e-06
4864,83.5,6.457104676949044e-06
4865,83.1,6.185204283415402e-06
4866,83.1,5.864909696562393e-06
4867,83,5.531936089764322e-06
4868,82.9,5.1526216751085485e-06
4869,82.9,4.585050455752082e-06
4870,82.9,3.646615867713976e-06
4871,82.9,3.5102114576135435e-06
4872,82.9,6.232705896391799e-06
4873,83,7.412807689566314e-06
4874,83,7.612829688974365e-06
4875,83.3,7.541771336661007e-06
4876,83.9,7.399507843897091e-06
4877,84,7.221773171361967e-06
4878,84.3,7.042222925801589e-06
4879,84.4,6.855744923650597e-06
4880,84.4,6.65618273443247e-06
4881,84.4,6.37922197488372e-06
